order_id,amount,decline_code,decline_category,ground_truth_recoverable,timestamp
ord_b9578711,45713.25,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-10T02:24:09.746744
ord_c1f2685e,20129.02,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-09T02:24:09.746744
ord_6ec70d8b,12879.95,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-30T02:24:09.746744
ord_2e2d33f0,17888.36,OTHER,OTHER,1,2026-07-27T02:24:09.746744
ord_56648908,37745.21,EXPIRED_CARD,EXPIRED_CARD,0,2026-07-28T02:24:09.746744
ord_78199481,39620.0,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-07-26T02:24:09.746744
ord_6ab1117b,7614.37,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-22T02:24:09.746744
ord_8a6c0cf2,36577.25,OTHER,OTHER,0,2026-07-26T02:24:09.746744
ord_2c64e5a5,47694.21,OTHER,OTHER,0,2026-07-23T02:24:09.746744
ord_b181363c,43768.72,OTHER,OTHER,0,2026-08-09T02:24:09.746744
ord_b5874b67,17734.3,RISK_BLOCK,RISK_BLOCK,1,2026-07-25T02:24:09.746744
ord_4a7bfd64,15605.24,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-08-19T02:24:09.746744
ord_700e1a03,29681.15,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-23T02:24:09.746744
ord_103d438c,48688.16,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-07-30T02:24:09.746744
ord_59eb7fd3,8164.92,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-14T02:24:09.746744
ord_2c26c08e,5039.91,OTHER,OTHER,0,2026-07-27T02:24:09.746744
ord_49bd9cd2,4792.05,EXPIRED_CARD,EXPIRED_CARD,0,2026-07-23T02:24:09.746744
ord_808b65ec,10624.67,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-07-25T02:24:09.746744
ord_ca096915,22363.04,ISSUER_TIMEOUT,ISSUER_TIMEOUT,0,2026-07-25T02:24:09.746744
ord_2a9dc20b,18004.68,OTHER,OTHER,1,2026-08-08T02:24:09.746744
ord_bbefd785,36254.06,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-16T02:24:09.746744
ord_83fd7abc,25487.58,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-08T02:24:09.746744
ord_b5a15078,8708.64,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-20T02:24:09.746744
ord_34b8ef07,43713.95,EXPIRED_CARD,EXPIRED_CARD,0,2026-08-16T02:24:09.746744
ord_1ad7a67e,24392.12,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-13T02:24:09.746744
ord_2eb5b9d5,35924.14,RISK_BLOCK,RISK_BLOCK,1,2026-08-13T02:24:09.746744
ord_9e1f0618,17542.92,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-31T02:24:09.746744
ord_b3c97485,22301.17,ISSUER_TIMEOUT,ISSUER_TIMEOUT,0,2026-07-26T02:24:09.746744
ord_ee563ea2,32512.03,RISK_BLOCK,RISK_BLOCK,0,2026-08-16T02:24:09.746744
ord_d94f71d8,36016.11,EXPIRED_CARD,EXPIRED_CARD,1,2026-08-17T02:24:09.746744
ord_97ea5658,45775.63,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-15T02:24:09.746744
ord_20bda39f,42785.33,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-30T02:24:09.746744
ord_17a45741,18311.2,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-29T02:24:09.746744
ord_45fce484,48207.67,OTHER,OTHER,1,2026-07-27T02:24:09.746744
ord_96bdc51c,35770.1,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-15T02:24:09.746744
ord_c9770880,2110.12,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-11T02:24:09.746744
ord_e8a70300,22757.35,RISK_BLOCK,RISK_BLOCK,0,2026-08-07T02:24:09.746744
ord_11fe9935,28674.29,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-20T02:24:09.746744
ord_8cb936e1,567.55,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-26T02:24:09.746744
ord_9a63dce5,19729.46,OTHER,OTHER,0,2026-08-10T02:24:09.746744
ord_4ece014a,19516.26,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-23T02:24:09.746744
ord_e75c8895,43700.54,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-04T02:24:09.746744
ord_08163ec9,18955.23,EXPIRED_CARD,EXPIRED_CARD,0,2026-08-05T02:24:09.746744
ord_ae05e885,48796.33,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-10T02:24:09.746744
ord_5ce50233,37854.62,RISK_BLOCK,RISK_BLOCK,0,2026-08-19T02:24:09.746744
ord_282289ff,21802.4,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-26T02:24:09.746744
ord_d538731e,28542.84,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-23T02:24:09.746744
ord_01cb0786,8637.29,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-08-08T02:24:09.746744
ord_a81d2bd1,33362.66,OTHER,OTHER,1,2026-08-09T02:24:09.746744
ord_5a5a20a4,48486.4,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-20T02:24:09.746744
ord_eb8db4ba,36432.51,ISSUER_TIMEOUT,ISSUER_TIMEOUT,0,2026-07-27T02:24:09.746744
ord_f85174d6,10218.85,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-06T02:24:09.746744
ord_b899afdf,2770.46,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-10T02:24:09.746744
ord_4014f376,24984.04,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-20T02:24:09.746744
ord_5b4d8ef7,21219.67,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-22T02:24:09.746744
ord_6441ee86,32558.34,RISK_BLOCK,RISK_BLOCK,0,2026-08-08T02:24:09.746744
ord_91a4220d,15953.49,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-01T02:24:09.746744
ord_4014860f,38850.39,ISSUER_TIMEOUT,ISSUER_TIMEOUT,0,2026-08-14T02:24:09.746744
ord_ea15cbfe,26012.81,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-31T02:24:09.746744
ord_4f04ad97,8747.15,OTHER,OTHER,0,2026-07-24T02:24:09.746744
ord_390f5ed2,5887.74,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-08T02:24:09.746744
ord_1bf204db,48486.99,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-17T02:24:09.746744
ord_a1ddbe01,37303.81,EXPIRED_CARD,EXPIRED_CARD,1,2026-07-24T02:24:09.746744
ord_5f7e967b,30486.24,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-21T02:24:09.746744
ord_74eb7682,25971.81,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-28T02:24:09.746744
ord_b87f68ac,23179.94,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-21T02:24:09.746744
ord_647749aa,11338.97,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-11T02:24:09.746744
ord_477c6c94,36098.83,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-08-03T02:24:09.746744
ord_e9291ee5,11095.96,OTHER,OTHER,0,2026-08-19T02:24:09.746744
ord_ef35528b,30664.67,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-16T02:24:09.746744
ord_80deab9f,3165.86,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-06T02:24:09.746744
ord_853a3550,13862.47,EXPIRED_CARD,EXPIRED_CARD,1,2026-08-17T02:24:09.746744
ord_a30eec9b,38085.81,OTHER,OTHER,0,2026-08-09T02:24:09.746744
ord_84c2b5df,17510.31,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-26T02:24:09.746744
ord_2933e134,9393.73,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-19T02:24:09.746744
ord_0d73d4a3,40479.55,OTHER,OTHER,0,2026-08-10T02:24:09.746744
ord_e7b2f465,7722.85,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-25T02:24:09.746744
ord_5912f09e,10142.01,OTHER,OTHER,1,2026-08-15T02:24:09.746744
ord_084a00f1,10264.48,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-04T02:24:09.746744
ord_f99998c1,1729.45,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-08-15T02:24:09.746744
ord_42902415,37961.93,OTHER,OTHER,0,2026-07-29T02:24:09.746744
ord_8d5dbfb3,2906.86,RISK_BLOCK,RISK_BLOCK,1,2026-07-23T02:24:09.746744
ord_3b74ba27,46521.69,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-07-25T02:24:09.746744
ord_306d04a2,26345.78,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-27T02:24:09.746744
ord_f04ef939,40497.84,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-01T02:24:09.746744
ord_0b6e3ad5,46335.68,EXPIRED_CARD,EXPIRED_CARD,0,2026-08-18T02:24:09.746744
ord_963f7af2,18202.04,OTHER,OTHER,0,2026-08-02T02:24:09.746744
ord_b562e32a,44160.34,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-08-19T02:24:09.746744
ord_b950aedf,24241.61,RISK_BLOCK,RISK_BLOCK,0,2026-07-26T02:24:09.746744
ord_d11ca01e,43802.15,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-20T02:24:09.746744
ord_a5f23b13,13195.69,EXPIRED_CARD,EXPIRED_CARD,0,2026-07-30T02:24:09.746744
ord_0e438e6b,24629.71,RISK_BLOCK,RISK_BLOCK,0,2026-08-03T02:24:09.746744
ord_232b90f7,34498.51,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-16T02:24:09.746744
ord_76b3577d,2277.4,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-11T02:24:09.746744
ord_706a8861,7922.61,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-08-16T02:24:09.746744
ord_0fc0e180,10850.2,EXPIRED_CARD,EXPIRED_CARD,0,2026-08-11T02:24:09.746744
ord_8e57ddb2,27931.04,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-18T02:24:09.746744
ord_a415508c,22354.36,EXPIRED_CARD,EXPIRED_CARD,0,2026-08-15T02:24:09.746744
ord_b4bb8361,46333.57,ISSUER_TIMEOUT,ISSUER_TIMEOUT,0,2026-08-22T02:24:09.746744
ord_a407efe1,42511.53,OTHER,OTHER,1,2026-08-03T02:24:09.746744
ord_2a0ae1f8,30890.32,RISK_BLOCK,RISK_BLOCK,0,2026-07-26T02:24:09.746744
ord_217d9592,12572.71,EXPIRED_CARD,EXPIRED_CARD,0,2026-08-10T02:24:09.746744
ord_40acf288,15893.08,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-23T02:24:09.746744
ord_e88f24d1,48240.99,EXPIRED_CARD,EXPIRED_CARD,0,2026-08-01T02:24:09.746744
ord_b9f82a50,46294.05,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-08-02T02:24:09.746744
ord_0a02fb3b,28718.45,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-15T02:24:09.746744
ord_e92dbfa1,17406.95,EXPIRED_CARD,EXPIRED_CARD,0,2026-08-05T02:24:09.746744
ord_32e418f7,47286.57,ISSUER_TIMEOUT,ISSUER_TIMEOUT,0,2026-08-13T02:24:09.746744
ord_3cad2f67,9636.78,OTHER,OTHER,0,2026-07-26T02:24:09.746744
ord_c46759c6,21879.35,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,0,2026-08-21T02:24:09.746744
ord_a170b17a,41079.82,OTHER,OTHER,1,2026-07-29T02:24:09.746744
ord_95f13fef,26069.86,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-23T02:24:09.746744
ord_f3e063d3,48825.7,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-12T02:24:09.746744
ord_cd866334,10757.72,OTHER,OTHER,1,2026-08-01T02:24:09.746744
ord_accf33b7,13452.03,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-08-12T02:24:09.746744
ord_b44dbfb0,45776.52,RISK_BLOCK,RISK_BLOCK,0,2026-07-27T02:24:09.746744
ord_0b34c07c,38072.04,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-01T02:24:09.746744
ord_cc6bd26f,41475.46,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-05T02:24:09.746744
ord_a847d17c,13347.0,OTHER,OTHER,0,2026-08-02T02:24:09.746744
ord_8e41ec26,12278.76,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-20T02:24:09.746744
ord_cdcbe330,9562.33,RISK_BLOCK,RISK_BLOCK,0,2026-08-21T02:24:09.746744
ord_c05d4936,21181.45,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-08T02:24:09.746744
ord_95be77d4,30434.77,OTHER,OTHER,0,2026-07-28T02:24:09.746744
ord_7d46924e,13607.12,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-25T02:24:09.746744
ord_6b617346,5621.63,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-22T02:24:09.746744
ord_9d7771bc,17968.4,RISK_BLOCK,RISK_BLOCK,0,2026-08-10T02:24:09.746744
ord_b5b87aa3,27032.38,ISSUER_TIMEOUT,ISSUER_TIMEOUT,1,2026-07-30T02:24:09.746744
ord_6b0d3213,437.96,ISSUER_TIMEOUT,ISSUER_TIMEOUT,0,2026-08-19T02:24:09.746744
ord_4eb2d1e0,6868.35,OTHER,OTHER,0,2026-08-14T02:24:09.746744
ord_ecf26e92,39269.5,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-28T02:24:09.746744
ord_b8582c00,19565.8,RISK_BLOCK,RISK_BLOCK,1,2026-08-04T02:24:09.746744
ord_c3ccd37f,31518.88,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-07T02:24:09.746744
ord_7e7ebadf,42167.77,OTHER,OTHER,0,2026-08-01T02:24:09.746744
ord_1fae8c77,45366.38,OTHER,OTHER,0,2026-08-11T02:24:09.746744
ord_64f38436,27861.33,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-08-12T02:24:09.747999
ord_58a0b033,29628.79,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-30T02:24:09.747999
ord_c99640ed,25453.81,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,1,2026-07-28T02:24:09.747999
